Head,Index,Dumpingtime,Call Vega,Call Theta,Call Gamma,Call Delta,Calls Iv,Calls Coi,Call Strike Count,Put Vega,Put Theta,Put Gamma,Put Delta,Puts Iv,Puts Coi,Put Strike Count
Total,NIFTY,09:17,-34.57730000000011,10.964699999999965,-0.002199999999999997,-1.6537999999999995,12.56000000000003,60642.0,0.0,42.66490000000006,-24.564700000000002,0.0022000000000000006,-1.6963000000000008,5.609999999999928,31661.0,0.0
30-12-2025,BANKNIFTY,09:17,-12.352199999999812,-3.4051999999999794,-9.99999999999994e-05,-0.38920000000000066,16.900000000000034,1921.0,0.0,10.477200000000039,10.105500000000006,0.00020000000000000052,-0.3019999999999978,-14.189999999999998,1087.0,0.0
27-01-2026,BANKNIFTY,09:17,1895.6518,-221.34000000000006,0.004100000000000001,8.5577,312.43000000000006,-37.71428571428571,-11.0,1718.6388000000002,-209.00379999999998,0.0036,-8.4009,267.4100000000001,-216.00000000000003,-17.0
Total,BANKNIFTY,09:17,1883.2996000000003,-224.74520000000004,0.004000000000000002,8.1685,329.3300000000001,1883.2857142857142,-11.0,1729.1160000000002,-198.89829999999998,0.0038000000000000004,-8.702899999999998,253.22000000000008,871.0,-17.0
30-12-2025,FINNIFTY,09:17,316.21180000000004,-89.9995,0.006900000000000002,4.4307,199.55999999999997,50.0,-3.0,269.91050000000007,-85.32320000000001,0.0055,-4.7004,160.01,-16.0,-13.0
27-01-2026,FINNIFTY,09:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8329,-2.2793,0.0001,-0.0871,13.61,-1.8461538461538463,1.0
Total,FINNIFTY,09:17,316.21180000000004,-89.9995,0.006900000000000002,4.4307,199.55999999999997,50.0,-3.0,285.74340000000007,-87.60250000000002,0.0056,-4.7875000000000005,173.62,-17.846153846153847,-12.0
30-12-2025,MIDCPNIFTY,09:17,64.35629999999998,-32.08200000000001,0.003199999999999998,0.08469999999999978,208.29000000000002,252.0,-6.0,136.48710000000003,-54.03880000000001,0.009200000000000002,-3.682199999999998,294.61000000000007,49.0,0.0
27-01-2026,MIDCPNIFTY,09:17,88.7329,-18.017699999999998,0.0021,1.7409,109.91,4.285714285714285,-39.0,20.675600000000003,-3.6649,0.0005,-0.27249999999999996,33.9,-0.8571428571428571,-16.0
Total,MIDCPNIFTY,09:17,153.08919999999998,-50.099700000000006,0.005299999999999997,1.8255999999999997,318.20000000000005,256.2857142857143,-45.0,157.16270000000003,-57.70370000000001,0.009700000000000002,-3.954699999999998,328.51000000000005,48.142857142857146,-16.0
16-12-2025,NIFTY,09:18,-7.05149999999999,7.829800000000006,-0.00020000000000000052,-0.4662000000000006,-0.12999999999999545,60673.0,0.0,9.373800000000003,-13.887500000000017,0.00040000000000000105,-0.5065000000000004,4.6299999999999955,34483.0,0.0
23-12-2025,NIFTY,09:18,-8.510699999999957,2.516799999999975,-0.0003999999999999993,-0.3622000000000005,2.109999999999985,813.0,0.0,7.349699999999984,-2.3900999999999897,0.0004999999999999987,-0.3400999999999996,-3.2999999999999545,193.0,0.0
30-12-2025,NIFTY,09:18,-11.603700000000003,0.3657000000000039,-0.0005000000000000004,-0.42459999999999987,5.9199999999999875,-870.0,0.0,12.262200000000007,0.10520000000001062,0.0005000000000000004,-0.4078999999999997,2.579999999999984,-1153.0,0.0
Total,NIFTY,09:18,-27.16589999999995,10.712299999999985,-0.0011000000000000003,-1.253000000000001,7.899999999999977,60616.0,0.0,28.985699999999994,-16.172399999999996,0.0014000000000000002,-1.2544999999999997,3.910000000000025,33523.0,0.0
30-12-2025,BANKNIFTY,09:18,-1.7425000000000637,-5.654299999999921,8.673617379884035e-19,-0.24050000000000082,16.170000000000016,1924.0,0.0,-4.1724999999999,17.401900000000012,0.0002999999999999999,-0.14939999999999998,-16.32000000000005,1097.0,0.0
27-01-2026,BANKNIFTY,09:18,1905.0429000000004,-218.50660000000002,0.0042000000000000015,8.7076,307.06999999999994,-35.99999999999999,-11.0,1796.1664999999998,-221.70850000000004,0.0037,-8.830599999999999,283.22,-257.14285714285717,-17.0
Total,BANKNIFTY,09:18,1903.3004000000003,-224.16089999999994,0.004200000000000002,8.467099999999999,323.23999999999995,1888.0,-11.0,1791.994,-204.30660000000003,0.004,-8.979999999999999,266.9,839.8571428571429,-17.0
30-12-2025,FINNIFTY,09:18,336.0402,-103.41579999999998,0.006900000000000001,4.779300000000001,225.05999999999992,36.0,-3.0,247.1109,-72.3969,0.005599999999999999,-4.2988,137.81,-17.0,-13.0
27-01-2026,FINNIFTY,09:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6739,-4.7004,0.0002,-0.1601,30.14,-1.8461538461538463,2.0
Total,FINNIFTY,09:18,336.0402,-103.41579999999998,0.006900000000000001,4.779300000000001,225.05999999999992,36.0,-3.0,276.78479999999996,-77.0973,0.005799999999999999,-4.4589,167.95,-18.846153846153847,-11.0
30-12-2025,MIDCPNIFTY,09:18,65.43339999999995,-35.74910000000001,0.0029000000000000033,0.09710000000000107,221.06,266.0,-6.0,137.50420000000003,-53.57249999999999,0.009300000000000001,-3.734399999999999,289.21000000000004,57.0,-1.0
27-01-2026,MIDCPNIFTY,09:18,125.81349999999999,-28.5176,0.0026,2.4850000000000003,163.52999999999997,5.999999999999999,-37.0,20.651,-3.6672,0.0005,-0.2721,33.989999999999995,-0.8571428571428571,-16.0
Total,MIDCPNIFTY,09:18,191.24689999999993,-64.26670000000001,0.005500000000000003,2.5821000000000014,384.59,272.0,-43.0,158.15520000000004,-57.23969999999999,0.009800000000000001,-4.006499999999999,323.20000000000005,56.142857142857146,-17.0
16-12-2025,NIFTY,09:19,-4.920800000000014,6.0245000000000175,-0.0002999999999999999,-0.27790000000000026,-0.9799999999999898,58728.0,0.0,5.74430000000001,-8.034500000000023,0.00040000000000000105,-0.29179999999999984,2.6799999999999784,34483.0,0.0
23-12-2025,NIFTY,09:19,-5.043699999999916,2.36779999999996,-0.0002999999999999999,-0.20690000000000008,-0.2599999999999909,813.0,0.0,0.16680000000002337,1.9809000000000054,0.00010000000000000113,-0.11240000000000006,-5.3799999999999955,190.0,0.0
30-12-2025,NIFTY,09:19,-8.484899999999925,0.3236999999999881,-0.0004999999999999987,-0.2965,3.9599999999999227,-953.0,0.0,-0.9120000000000346,5.581999999999994,0.0002999999999999999,-0.15589999999999904,-13.07000000000005,-1153.0,0.0
Total,NIFTY,09:19,-18.449399999999855,8.715999999999966,-0.0010999999999999985,-0.7813000000000003,2.719999999999942,58588.0,0.0,4.9990999999999985,-0.47160000000002356,0.0008000000000000021,-0.5600999999999989,-15.770000000000067,33520.0,0.0
30-12-2025,BANKNIFTY,09:19,13.601999999999862,-6.726800000000026,0.00010000000000000113,0.01100000000000012,12.949999999999989,1689.0,0.0,-25.278499999999894,26.663800000000037,0.00019999999999999966,0.148299999999999,-18.150000000000034,1097.0,0.0
27-01-2026,BANKNIFTY,09:19,1908.8015000000003,-218.4072,0.0042000000000000015,8.7546,306.45000000000005,-35.14285714285714,-11.0,1791.9289000000003,-221.72199999999995,0.0036,-8.775699999999999,284.0999999999999,-258.8571428571429,-17.0
Total,BANKNIFTY,09:19,1922.4035000000001,-225.13400000000001,0.004300000000000003,8.7656,319.40000000000003,1653.857142857143,-11.0,1766.6504000000004,-195.0581999999999,0.0037999999999999996,-8.6274,265.9499999999999,838.1428571428571,-17.0
30-12-2025,FINNIFTY,09:19,318.7351999999999,-92.8556,0.006900000000000001,4.4876000000000005,203.1,36.0,-3.0,268.5565,-82.1224,0.005599999999999999,-4.6629000000000005,155.54000000000002,-26.0,-13.0
27-01-2026,FINNIFTY,09:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6734,-4.7004,0.0002,-0.1601,30.14,-1.8461538461538463,2.0
Total,FINNIFTY,09:19,318.7351999999999,-92.8556,0.006900000000000001,4.4876000000000005,203.1,36.0,-3.0,298.22990000000004,-86.8228,0.005799999999999999,-4.823,185.68,-27.846153846153847,-11.0
30-12-2025,MIDCPNIFTY,09:19,65.20289999999994,-33.43039999999999,0.0030999999999999986,1.2809000000000008,197.66999999999996,261.0,-1.0,136.19269999999995,-53.405,0.0091,-3.590699999999999,288.61,63.0,0.0
27-01-2026,MIDCPNIFTY,09:19,125.85659999999999,-28.607499999999998,0.0026,2.4847,163.98,5.999999999999999,-37.0,20.628,-3.6721000000000004,0.0005,-0.2714,34.04,-0.8571428571428571,-16.0
Total,MIDCPNIFTY,09:19,191.05949999999993,-62.03789999999999,0.0056999999999999985,3.765600000000001,361.65,267.0,-38.0,156.82069999999993,-57.0771,0.009600000000000001,-3.862099999999999,322.65000000000003,62.142857142857146,-16.0
16-12-2025,NIFTY,09:20,-5.403700000000015,6.331800000000001,-0.00040000000000000105,-0.3019000000000003,-0.8500000000000227,148176.0,0.0,6.338800000000006,-8.800300000000021,0.00040000000000000105,-0.32420000000000027,2.859999999999985,107155.0,0.0
23-12-2025,NIFTY,09:20,-5.153099999999938,2.0193999999999903,-0.0002999999999999999,-0.21670000000000034,0.38999999999995794,2146.0,0.0,1.078899999999976,1.7981000000000051,0.00010000000000000113,-0.1485000000000003,-5.609999999999985,1471.0,0.0
30-12-2025,NIFTY,09:20,-7.525199999999984,0.7193000000000183,-0.0003999999999999976,-0.25480000000000036,2.6399999999999864,-142.0,0.0,-0.336400000000026,4.032099999999986,0.00020000000000000052,-0.14280000000000026,-9.990000000000009,-2207.0,0.0
Total,NIFTY,09:20,-18.081999999999937,9.07050000000001,-0.0010999999999999985,-0.773400000000001,2.1799999999999216,150180.0,0.0,7.081299999999956,-2.9701000000000306,0.0007000000000000027,-0.6155000000000008,-12.740000000000009,106419.0,0.0
30-12-2025,BANKNIFTY,09:20,10.98030000000017,-5.08420000000001,9.99999999999994e-05,-0.011200000000000543,12.039999999999964,6082.0,0.0,-25.711799999999812,25.817600000000027,0.00020000000000000052,0.14450000000000074,-17.639999999999986,3013.0,0.0
27-01-2026,BANKNIFTY,09:20,1916.0699000000002,-217.10610000000003,0.004200000000000001,8.849299999999998,303.65,174.8571428571429,-11.0,1761.3354,-218.53770000000006,0.0036,-8.627799999999999,271.53,-216.8571428571429,-18.0
Total,BANKNIFTY,09:20,1927.0502000000004,-222.19030000000004,0.0043,8.838099999999997,315.68999999999994,6256.857142857143,-11.0,1735.6236000000001,-192.72010000000003,0.0038000000000000004,-8.483299999999998,253.89,2796.142857142857,-18.0
30-12-2025,FINNIFTY,09:20,318.3219,-93.65759999999999,0.006700000000000002,4.4554,204.85,48.0,-3.0,243.67820000000003,-73.36,0.0052,-4.074999999999999,141.61,-85.0,-13.0
27-01-2026,FINNIFTY,09:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6732,-4.7004,0.0002,-0.1601,30.14,-1.8461538461538463,2.0
Total,FINNIFTY,09:20,318.3219,-93.65759999999999,0.006700000000000002,4.4554,204.85,48.0,-3.0,273.3514,-78.0604,0.005399999999999999,-4.235099999999999,171.75,-86.84615384615384,-11.0
30-12-2025,MIDCPNIFTY,09:20,65.6705,-35.186800000000005,0.0030999999999999986,1.2759,202.75,858.0,-1.0,135.45099999999996,-51.95949999999999,0.009099999999999997,-3.5943999999999994,285.24,314.0,0.0
27-01-2026,MIDCPNIFTY,09:20,126.18419999999999,-28.564600000000002,0.0026,2.4947000000000004,163.36999999999998,7.7142857142857135,-37.0,20.6279,-3.6721000000000004,0.0005,-0.2714,34.04,-0.8571428571428571,-16.0
Total,MIDCPNIFTY,09:20,191.85469999999998,-63.751400000000004,0.0056999999999999985,3.7706000000000004,366.12,865.7142857142857,-38.0,156.07889999999998,-55.63159999999999,0.009599999999999997,-3.8657999999999992,319.28000000000003,313.14285714285717,-16.0
16-12-2025,NIFTY,09:21,-3.230300000000014,5.82650000000001,9.99999999999994e-05,-0.14990000000000014,-2.930000000000007,148176.0,0.0,2.7827999999999946,-4.44080000000001,0.00010000000000000113,-0.11910000000000043,2.1699999999999875,107155.0,0.0
23-12-2025,NIFTY,09:21,-2.498599999999925,2.066999999999993,0.0,-0.08290000000000042,-1.7599999999999625,2146.0,0.0,-2.995400000000018,3.1565000000000083,1.734723475976807e-18,0.025800000000000267,-4.840000000000032,1458.0,0.0
30-12-2025,NIFTY,09:21,-5.6066999999999325,1.1989999999999839,-0.0001999999999999988,-0.15360000000000085,0.2599999999999909,-171.0,0.0,-3.6467999999999847,5.037099999999995,0.00020000000000000052,-0.01980000000000004,-9.699999999999989,-2225.0,0.0
Total,NIFTY,09:21,-11.335599999999872,9.092499999999987,-9.99999999999994e-05,-0.3864000000000014,-4.429999999999978,150151.0,0.0,-3.859400000000008,3.7527999999999935,0.0003000000000000034,-0.1131000000000002,-12.370000000000033,106388.0,0.0
30-12-2025,BANKNIFTY,09:21,23.959400000000187,-6.5808000000000675,0.00019999999999999966,0.1936,9.550000000000011,6082.0,0.0,-46.830799999999954,35.37819999999999,0.00020000000000000052,0.41859999999999964,-20.120000000000005,3027.0,0.0
27-01-2026,BANKNIFTY,09:21,1837.7993,-206.54399999999998,0.004100000000000001,8.327699999999998,290.83000000000004,175.71428571428575,-11.0,1779.9074,-222.68349999999995,0.0037,-8.5922,287.17999999999995,-212.57142857142858,-17.0
Total,BANKNIFTY,09:21,1861.7587,-213.12480000000005,0.004300000000000001,8.521299999999998,300.38000000000005,6257.714285714285,-11.0,1733.0766,-187.30529999999996,0.0039000000000000007,-8.1736,267.05999999999995,2814.4285714285716,-17.0
30-12-2025,FINNIFTY,09:21,318.4591,-94.92300000000002,0.006400000000000002,4.459899999999999,206.73000000000005,49.0,-3.0,243.03920000000002,-71.5158,0.0054,-4.0603,138.87,-80.0,-13.0
27-01-2026,FINNIFTY,09:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6727,-4.7004,0.0002,-0.1601,30.14,-1.8461538461538463,2.0
Total,FINNIFTY,09:21,318.4591,-94.92300000000002,0.006400000000000002,4.459899999999999,206.73000000000005,49.0,-3.0,272.7119,-76.2162,0.0056,-4.2204,169.01,-81.84615384615384,-11.0
30-12-2025,MIDCPNIFTY,09:21,65.54390000000006,-33.7505,0.003100000000000002,1.329600000000001,198.18999999999994,861.0,-1.0,134.09070000000003,-51.247099999999975,0.009099999999999997,-3.495,285.1500000000001,324.0,0.0
27-01-2026,MIDCPNIFTY,09:21,125.9173,-28.523899999999998,0.0026,2.4896,163.44,7.7142857142857135,-37.0,20.506999999999998,-3.6427,0.0005,-0.2696,33.95,-0.8571428571428571,-16.0
Total,MIDCPNIFTY,09:21,191.46120000000008,-62.2744,0.005700000000000002,3.819200000000001,361.62999999999994,868.7142857142857,-38.0,154.59770000000003,-54.88979999999997,0.009599999999999997,-3.7646,319.1000000000001,323.14285714285717,-16.0
16-12-2025,NIFTY,09:22,-1.3440999999999832,6.596100000000007,0.000499999999999997,0.0038999999999997925,-5.939999999999998,148176.0,0.0,-0.33330000000000837,-2.040699999999987,-0.0003999999999999993,0.05679999999999996,2.9399999999999693,109914.0,0.0
23-12-2025,NIFTY,09:22,0.4923000000000002,1.738299999999981,0.0005000000000000004,0.05010000000000048,-3.6499999999999773,2150.0,0.0,-7.321200000000033,5.000799999999998,1.734723475976807e-18,0.2019000000000002,-4.600000000000023,1458.0,0.0
30-12-2025,NIFTY,09:22,-1.3091999999999757,0.4876000000000005,0.0,-0.00649999999999995,-1.0100000000000193,-181.0,0.0,-9.298000000000002,7.807199999999995,0.00030000000000000165,0.13059999999999938,-11.430000000000064,-2227.0,0.0
Total,NIFTY,09:22,-2.1609999999999587,8.821999999999989,0.0009999999999999974,0.04750000000000032,-10.599999999999994,150145.0,0.0,-16.952500000000043,10.767300000000006,-9.999999999999593e-05,0.38929999999999954,-13.090000000000117,109145.0,0.0
30-12-2025,BANKNIFTY,09:22,34.81729999999993,-6.403700000000015,0.00019999999999999966,0.3498999999999999,6.310000000000059,4166.0,0.0,-61.43789999999967,41.460000000000036,0.00020000000000000052,0.6269000000000009,-21.170000000000073,3013.0,0.0
27-01-2026,BANKNIFTY,09:22,1847.5123999999994,-206.0068,0.004100000000000001,8.452,288.52,176.5714285714286,-11.0,1831.8597,-229.0126,0.0037999999999999996,-9.0074,285.53,-221.14285714285714,-18.0
Total,BANKNIFTY,09:22,1882.3296999999993,-212.4105,0.004300000000000001,8.8019,294.83000000000004,4342.571428571428,-11.0,1770.4218000000003,-187.55259999999996,0.004,-8.3805,264.3599999999999,2791.8571428571427,-18.0
30-12-2025,FINNIFTY,09:22,329.52070000000003,-94.49279999999997,0.007400000000000004,4.7113,211.81000000000003,43.0,-3.0,265.1236,-80.91239999999999,0.0055,-4.4839,155.28000000000003,-81.0,-13.0
27-01-2026,FINNIFTY,09:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6725,-4.7004,0.0002,-0.1601,30.14,-1.8461538461538463,2.0
Total,FINNIFTY,09:22,329.52070000000003,-94.49279999999997,0.007400000000000004,4.7113,211.81000000000003,43.0,-3.0,294.7961,-85.6128,0.005699999999999999,-4.644,185.42000000000002,-82.84615384615384,-11.0
30-12-2025,MIDCPNIFTY,09:22,76.29249999999996,-37.23910000000001,0.0039000000000000007,2.0269000000000004,193.40999999999997,783.0,-1.0,126.64409999999998,-49.34339999999999,0.008300000000000002,-2.8949,291.01,325.0,0.0
27-01-2026,MIDCPNIFTY,09:22,108.3381,-25.383100000000002,0.0021,1.9359,146.23,2.571428571428571,-18.0,20.3964,-3.6556,0.0005,-0.26780000000000004,34.41,-0.8571428571428571,-16.0
Total,MIDCPNIFTY,09:22,184.63059999999996,-62.62220000000001,0.006,3.9628000000000005,339.64,785.5714285714286,-19.0,147.04049999999998,-52.99899999999999,0.008800000000000002,-3.1627,325.41999999999996,324.14285714285717,-16.0
16-12-2025,NIFTY,09:23,-2.0726999999999975,6.263300000000029,0.00039999999999999584,-0.057800000000000296,-4.740000000000009,182274.0,0.0,0.9514000000000067,-3.2192000000000007,-0.0002999999999999999,-0.01200000000000001,2.780000000000001,144425.0,0.0
23-12-2025,NIFTY,09:23,-0.9744999999999209,2.301099999999991,0.0002999999999999999,0.006800000000000139,-3.430000000000007,2076.0,0.0,-6.6030000000000655,5.2283999999999935,1.734723475976807e-18,0.15170000000000083,-5.730000000000018,1403.0,0.0
30-12-2025,NIFTY,09:23,-2.115799999999979,0.6346999999999952,-9.99999999999994e-05,-0.04430000000000156,-0.6300000000000523,-439.0,0.0,-8.966599999999971,8.263100000000009,0.00030000000000000165,0.0934999999999988,-12.720000000000027,-2680.0,0.0
Total,NIFTY,09:23,-5.162999999999897,9.199100000000016,0.0005999999999999964,-0.09530000000000172,-8.800000000000068,183911.0,0.0,-14.61820000000003,10.272300000000001,3.469446951953614e-18,0.23319999999999963,-15.670000000000044,143148.0,0.0
30-12-2025,BANKNIFTY,09:23,30.915300000000116,-6.897000000000048,0.00020000000000000052,0.2975000000000003,7.970000000000027,6943.0,0.0,-57.656400000000076,41.95229999999998,0.00019999999999999966,0.5543000000000013,-22.840000000000032,3743.0,0.0
27-01-2026,BANKNIFTY,09:23,1856.4995999999994,-206.21029999999996,0.0042000000000000015,8.561999999999998,287.4200000000001,197.14285714285717,-11.0,1825.8417,-228.87890000000002,0.0037,-8.9004,286.45000000000005,-185.14285714285714,-18.0
Total,BANKNIFTY,09:23,1887.4148999999995,-213.1073,0.004400000000000002,8.859499999999997,295.3900000000001,7140.142857142857,-11.0,1768.1852999999999,-186.92660000000004,0.0039,-8.346099999999998,263.61,3557.8571428571427,-18.0
30-12-2025,FINNIFTY,09:23,330.64420000000007,-95.41189999999996,0.007400000000000002,4.729899999999999,213.09,65.0,-3.0,263.6155,-79.6228,0.0055,-4.4587,153.51,-85.0,-13.0
27-01-2026,FINNIFTY,09:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6722,-4.7004,0.0002,-0.1601,30.14,-1.8461538461538463,2.0
Total,FINNIFTY,09:23,330.64420000000007,-95.41189999999996,0.007400000000000002,4.729899999999999,213.09,65.0,-3.0,293.2877,-84.3232,0.005699999999999999,-4.6188,183.64999999999998,-86.84615384615384,-11.0
30-12-2025,MIDCPNIFTY,09:23,81.32329999999996,-39.548700000000025,0.0040999999999999995,2.0626000000000007,210.31999999999994,553.0,-1.0,124.93979999999999,-48.94069999999998,0.008299999999999998,-2.8141,294.0999999999999,391.0,0.0
27-01-2026,MIDCPNIFTY,09:23,128.1396,-28.252599999999997,0.0026999999999999997,2.3654,159.85999999999999,2.5714285714285716,-22.0,54.629799999999996,-9.3107,0.0015,-0.8948,65.61,-0.8571428571428572,-34.0
Total,MIDCPNIFTY,09:23,209.46289999999996,-67.80130000000003,0.006799999999999999,4.428000000000001,370.17999999999995,555.5714285714286,-23.0,179.56959999999998,-58.251399999999975,0.009799999999999998,-3.7089,359.7099999999999,390.14285714285717,-34.0
16-12-2025,NIFTY,09:24,-4.159300000000002,7.157800000000009,-0.00010000000000000113,-0.2103000000000006,-3.180000000000007,182274.0,0.0,4.079699999999988,-6.888600000000025,-9.99999999999994e-05,-0.19330000000000025,3.1599999999999966,146620.0,0.0
23-12-2025,NIFTY,09:24,-4.8405999999999665,2.970199999999977,-9.99999999999994e-05,-0.17349999999999977,-1.6899999999999693,2076.0,0.0,-0.051000000000044565,1.3016999999999967,1.734723475976807e-18,-0.08330000000000037,-3.9699999999999704,1446.0,0.0
30-12-2025,NIFTY,09:24,-7.499000000000024,0.758899999999997,-0.0002999999999999982,-0.2513000000000005,2.499999999999943,-358.0,0.0,-1.2799999999999727,4.667000000000002,0.00020000000000000052,-0.12110000000000021,-10.829999999999984,-2680.0,0.0
Total,NIFTY,09:24,-16.498899999999992,10.886899999999983,-0.0004999999999999987,-0.6351000000000009,-2.370000000000033,183992.0,0.0,2.748699999999971,-0.9199000000000268,0.00010000000000000286,-0.39770000000000083,-11.639999999999958,145386.0,0.0
30-12-2025,BANKNIFTY,09:24,25.80880000000002,-8.301499999999976,0.00020000000000000052,0.2024000000000008,10.75,7034.0,0.0,-49.317800000000034,38.357399999999984,0.00020000000000000052,0.4359000000000002,-22.25,3700.0,0.0
27-01-2026,BANKNIFTY,09:24,1851.6502999999996,-207.17109999999997,0.004100000000000001,8.502099999999999,289.5,197.14285714285717,-11.0,1827.7934,-227.19519999999997,0.0039000000000000007,-8.9672,284.18999999999994,-185.14285714285714,-18.0
Total,BANKNIFTY,09:24,1877.4590999999996,-215.47259999999994,0.004300000000000002,8.7045,300.25,7231.142857142857,-11.0,1778.4756,-188.8378,0.004100000000000001,-8.5313,261.93999999999994,3514.8571428571427,-18.0
30-12-2025,FINNIFTY,09:24,330.4591,-94.48679999999997,0.007500000000000003,4.738299999999999,211.45000000000002,63.0,-3.0,263.5327,-80.7519,0.0053999999999999986,-4.451700000000001,155.34000000000003,-70.0,-13.0
27-01-2026,FINNIFTY,09:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6722,-4.7004,0.0002,-0.1601,30.14,-1.8461538461538463,2.0
Total,FINNIFTY,09:24,330.4591,-94.48679999999997,0.007500000000000003,4.738299999999999,211.45000000000002,63.0,-3.0,293.20489999999995,-85.45230000000001,0.005599999999999998,-4.611800000000001,185.48000000000002,-71.84615384615384,-11.0
30-12-2025,MIDCPNIFTY,09:24,79.05109999999996,-41.04430000000002,0.003699999999999995,1.8821999999999992,220.30000000000007,651.0,-1.0,125.90549999999996,-47.40969999999999,0.008599999999999997,-2.9577999999999998,286.68000000000006,392.0,0.0
27-01-2026,MIDCPNIFTY,09:24,128.5261,-28.195300000000003,0.0027999999999999995,2.3857,159.08999999999997,2.5714285714285716,-22.0,54.6779,-9.2836,0.0015,-0.8978,65.38000000000001,-0.8571428571428572,-34.0
